Brand,Name,Size,SKU,Price,Cost_Price,Rating,Warehouse,Stock_Qty,Available_Qty,Reserved_Qty,Reorder_Point,Load_Index,Speed_Rating,Season,Supplier_Code,Last_Received,Source,Stock,Installation,Warranty,Road_Hazard,Mounting_Balance,Regular_Price,Member_Price,Savings,Stock_Quantity,Warehouse_Location,Installation_Price,Online_Stock,Store_Location,Store_Stock,Availability,Installation_Fee,Region,Total_Inventory,UTQG,Service_Package,Lead_Time
Nexen,Aria AH7,285/55R18,AMT-NEX-908813,190.21,,4.3/5.0 (355 reviews),,,146.0,0.0,,110.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,146.0,700 A A,Free Installation,Same Day
Kumho,Road Venture AT51,225/50R17,AMT-KUM-730574,261.45,,4.9/5.0 (232 reviews),,,63.0,7.0,,87.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,Southwest Hub,70.0,500 A A,Free Installation | Lifetime Rotation,Same Day
Toyo,Proxes Sport A/S,275/55R17,AMT-TOY-671837,193.42,,3.9/5.0 (418 reviews),,,139.0,7.0,,102.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,146.0,500 A A,Road Hazard Coverage,Same Day
Toyo,Proxes Sport A/S,225/50R17,AMT-TOY-108918,222.86,,4.3/5.0 (116 reviews),,,188.0,0.0,,122.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,188.0,600 A A,Road Hazard Coverage,1 Week
Nexen,Aria AH7,265/45R18,AMT-NEX-409781,307.89,,4.8/5.0 (319 reviews),,,48.0,10.0,,115.0,Y,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,58.0,400 A A,Free Installation,1 Week
Toyo,Open Country A/T III,285/60R18,AMT-TOY-636083,312.68,,4.0/5.0 (108 reviews),,,40.0,2.0,,106.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,42.0,700 A A,Lifetime Rotation,1 Week
Toyo,Proxes Sport A/S,285/60R18,AMT-TOY-616702,350.61,,4.6/5.0 (220 reviews),,,9.0,1.0,,95.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,10.0,700 A A,Standard Service,1-2 Days
Hankook,Ventus V12 evo2,255/50R17,AMT-HAN-373017,244.49,,4.1/5.0 (399 reviews),,,159.0,10.0,,114.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,Southwest Hub,169.0,300 A A,Free Installation | Road Hazard Coverage,1 Week
Hankook,Dynapro AT2,275/60R18,AMT-HAN-510178,113.88,,3.9/5.0 (366 reviews),,,116.0,7.0,,87.0,Y,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,123.0,700 A A,Free Installation | Road Hazard Coverage,1 Week
Toyo,Open Country A/T III,255/50R17,AMT-TOY-938665,285.56,,4.7/5.0 (373 reviews),,,177.0,3.0,,91.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,180.0,700 A A,Free Installation,Same Day
Falken,Sincera SN250 A/S,225/50R17,AMT-FAL-875291,184.28,,4.5/5.0 (377 reviews),,,114.0,6.0,,100.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,Southwest Hub,120.0,300 A A,Road Hazard Coverage | Lifetime Rotation,1 Week
Nexen,N'Fera SU1,255/50R17,AMT-NEX-836168,263.30,,4.7/5.0 (131 reviews),,,145.0,7.0,,106.0,Y,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,152.0,300 A A,Free Installation | Road Hazard Coverage,1 Week
Nitto,Motivo,255/50R17,AMT-NIT-601864,335.45,,4.4/5.0 (301 reviews),,,80.0,4.0,,100.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,84.0,300 A A,Road Hazard Coverage | Lifetime Rotation,1 Week
